YTID, start_seconds, end_seconds, positive_labels
oMRikNyZFrY, 440.0, 450.0, /m/09x0r,/t/dd00129
q09OYqOzklg, 50.0, 60.0, /m/04rlf
6wyimPPVL4I, 140.0, 150.0, /m/07phhsh,/m/09x0r,/t/dd00125
HiB09gOhhtw, 29.0, 39.0, /m/07bgp,/m/07q0h5t
jNn8kcpHk3c, 150.0, 160.0, /m/09x0r,/t/dd00125
M-1wZDW9VuQ, 30.0, 40.0, /m/09x0r
GRlnjZZWwLg, 30.0, 40.0, /m/04rlf
f6C2W-KdsEU, 0.0, 10.0, /m/03cczk
PoMToIgeN0g, 200.0, 210.0, /m/04rlf
al_YrVWzRiU, 180.0, 190.0, /m/01kcd,/m/0319l,/m/07c6l,/m/07gql
2nXpUoewHo4, 30.0, 40.0, /m/04rlf,/m/09x0r
8N58Py5K2ew, 30.0, 40.0, /m/07pdhp0,/m/07s12q4
rPAFPcOEAxU, 30.0, 40.0, /m/04rlf
B-vVxZwj1Mg, 30.0, 40.0, /m/025rv6n,/m/07qwf61,/m/0dbvp
mKf-qrudeIE, 30.0, 40.0, /m/06h7j,/m/09x0r,/m/0ytgt,/t/dd00128
EfDtHK7YyDU, 100.0, 110.0, /m/015lz1,/m/04rlf,/m/04szw
rKHiEkHMmpM, 30.0, 40.0, /m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j
Cb0VXhFQ3AA, 280.0, 290.0, /m/09x0r
W1Rdc_2Qgfc, 20.0, 30.0, /m/09x0r
ZzyWbehtt0M, 30.0, 40.0, /m/0155w,/m/015lz1,/m/015y_n,/m/01lyv,/m/04rlf,/m/06j6l,/m/0g293
7cwTQWKlhTM, 140.0, 150.0, /m/0dl83
A6zf1Xyalec, 30.0, 40.0, /m/09x0r
hufA8seP8aM, 130.0, 140.0, /m/09x0r,/m/0k5j,/t/dd00129
CTbDJ7Q8OMQ, 30.0, 40.0, /m/04rlf
srb_FDQsfwg, 30.0, 40.0, /m/09x0r
9Ov3q4s4zBo, 30.0, 40.0, /m/04rlf
Tr3IUSyfq-8, 30.0, 40.0, /m/01xqw,/m/04rlf
E_yF9a27JcU, 50.0, 60.0, /m/015lz1,/m/02mscn,/m/04rlf
3uXFeJiTw7A, 30.0, 40.0, /m/04rlf,/m/09x0r
-4l18IkNcF4, 30.0, 40.0, /m/04rlf,/m/05rwpb
xpVnuj6nkq0, 10.0, 20.0, /m/09x0r,/t/dd00126
VfuL4XgOVn4, 30.0, 40.0, /m/04rlf,/m/09x0r
SjwvsvpluKI, 40.0, 50.0, /m/07yv9,/m/0k4j
hb4Af8qZ2PI, 30.0, 40.0, /m/04rlf,/m/09x0r,/m/0jbk,/t/dd00125
GG11dxARsvI, 14.0, 24.0, /m/04rlf,/m/09x0r
UN0pY_rzXok, 30.0, 40.0, /m/04rlf
d7LROx9a_3s, 30.0, 40.0, /m/07yv9,/m/09x0r,/m/0k4j
F9giMjLgDUs, 50.0, 60.0, /m/02_41
1_WGlQuxyCU, 350.0, 360.0, /m/03mb9,/m/04rlf,/m/0g293,/m/0glt670
cO9NZOtJaEU, 60.0, 70.0, /m/03fwl,/m/07bgp,/m/0ch8v,/m/0jbk
3BP7rM3giJk, 30.0, 40.0, /m/04rlf,/m/09x0r
0m78zSsubVY, 30.0, 40.0, /m/07qlf79,/m/09x0r
ANBJt9wRZmQ, 15.0, 25.0, /m/019jd,/m/02rlv9,/m/07yv9,/m/09x0r
z6kUzJQ6uII, 30.0, 40.0, /m/09x0r
_T2sypxcfPs, 30.0, 40.0, /m/09x0r
xmS2X0ed--o, 20.0, 30.0, /m/025td0t
MbvaW3q3a_A, 30.0, 40.0, /m/04rlf
1CDXHt70_Vw, 30.0, 40.0, /m/09x0r
7_gxQtY_nGQ, 30.0, 40.0, /m/04rlf
96Vjtk6zeHo, 26.0, 36.0, /m/02mk9,/m/04rlf,/m/09x0r
Zq5J98_5NQ0, 30.0, 40.0, /m/04rlf
swCfqaKYaZs, 0.0, 8.0, /m/0l156k
_fnnryI5MSQ, 70.0, 80.0, /m/0342h,/m/04rlf,/m/04szw
3Fe6e-8Ghps, 30.0, 40.0, /m/04rlf,/m/0l14jd,/t/dd00003
lfrvJAcb78Q, 30.0, 40.0, /m/04rlf,/m/09x0r
fOxw_1Tw37s, 80.0, 90.0, /m/04rlf,/t/dd00034
YRkjThS_2JY, 150.0, 160.0, /m/09x0r
9ywKvhznAE0, 30.0, 40.0, /m/09x0r
_Jhm70Rl8vo, 30.0, 40.0, /m/04rlf
0QsgNjVgHPM, 30.0, 40.0, /m/015p6,/m/09x0r,/m/0jbk
lSTnKqVIijM, 340.0, 350.0, /m/0dl83
AAUN2uMzgnU, 20.0, 30.0, /g/122z_qxw,/t/dd00128
E9EFjbu0x-w, 70.0, 80.0, /m/015lz1,/m/04rlf,/m/064t9
CHl7JLLipZY, 0.0, 10.0, /m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
0xVeA7Q1HHk, 30.0, 40.0, /m/04rlf,/m/09x0r
wk5J_w-4UJA, 0.0, 10.0, /m/04_sv,/m/07yv9,/m/09x0r
xUzT74PQow0, 10.0, 20.0, /m/09x0r,/t/dd00126,/t/dd00127
B-qwwARG2-c, 60.0, 70.0, /m/09x0r
wPpx44BwXps, 30.0, 40.0, /m/04rlf,/m/09x0r
B6GkSrpqtic, 30.0, 40.0, /m/04rlf
cQCKDH813vw, 0.0, 10.0, /m/04rlf,/m/09x0r
IeTpThjD8yg, 180.0, 190.0, /m/06cqb
jX6a3A3-38o, 30.0, 35.0, /m/09x0r
frRY26o7lu8, 30.0, 40.0, /m/04rlf,/m/09x0r
j8HGxf-Xh28, 390.0, 400.0, /m/09x0r,/t/dd00125
Ln7BqlwwvyA, 30.0, 40.0, /m/04rlf
3vgFwB1JdPU, 0.0, 9.0, /m/09x0r
4ojLer8bqJ4, 30.0, 40.0, /m/09x0r
ML62paYnB8c, 510.0, 520.0, /m/015lz1,/m/016cjb,/m/03r5q_,/m/04rlf
3BNXm-w0UYY, 30.0, 40.0, /m/04rlf,/m/09x0r
04uMekCvjoM, 30.0, 40.0, /m/04rlf,/m/09x0r
f4_S2VUs4U8, 0.0, 10.0, /m/04rlf,/t/dd00037,/t/dd00129
1VEc1DyvJF8, 200.0, 210.0, /m/013y1f,/m/03gvt
ITcHNit-hEk, 300.0, 310.0, /m/09x0r
HfhIRrGpAU0, 20.0, 30.0, /m/04rlf,/m/07xzm
rHUdyNEKxu4, 30.0, 40.0, /m/04rlf,/m/09x0r
oNdSh_jA9KQ, 0.0, 10.0, /m/09x0r
i3kfSsQCRXY, 20.0, 30.0, /m/01j3sz,/m/09x0r
wwFjvNOXCwo, 30.0, 40.0, /m/04rlf
uey4hUfxFWQ, 100.0, 110.0, /m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128
98pJxRvdunE, 0.0, 10.0, /m/07r04,/m/07yv9,/m/0btp2,/m/0ltv
4V2RndROuC0, 30.0, 40.0, /m/09x0r
vzpzNgxtj2g, 9.0, 19.0, /m/09x0r
S-9nY_PdNOY, 30.0, 40.0, /m/04rlf
vOm2Ja3gwu8, 60.0, 70.0, /m/09x0r
ZcUxLJwwMUQ, 30.0, 40.0, /m/04rlf
KDw6v0h-QaA, 30.0, 40.0, /m/09x0r
9zevbpET3O8, 21.0, 31.0, /t/dd00067
4fQXhZiP-38, 20.0, 30.0, /m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
HWv7Pl3e4oQ, 110.0, 120.0, /m/09x0r
sHy9bjwPm58, 480.0, 490.0, /m/09x0r,/t/dd00125
b-3BRU0uTz0, 2.0, 12.0, /m/0838f,/m/09x0r
Cgrs_6vSBYw, 50.0, 60.0, /m/01lyv,/m/04rlf
O_8pEljmxB0, 30.0, 40.0, /m/04rlf,/m/09x0r
pSB111akc4Y, 30.0, 40.0, /m/04rlf
cA1_0fq-Mmw, 30.0, 40.0, /m/04rlf,/m/09x0r
4QoGGM5VmKA, 30.0, 40.0, /m/09x0r
4D-es9pXKug, 30.0, 40.0, /m/09x0r
4Ly_lHMGmcQ, 30.0, 40.0, /m/06bz3,/m/09x0r
IKOlkoR5uDo, 30.0, 40.0, /m/09x0r
wcZqNg-i4Cs, 0.0, 10.0, /m/015p6,/m/068hy,/m/09x0r,/t/dd00125
G8jWlGfDXQ4, 30.0, 40.0, /m/0342h,/m/04rlf,/m/04szw
bxZwgwGLmgg, 110.0, 120.0, /t/dd00125
G3hXpnYdC9c, 30.0, 40.0, /m/02lkt,/m/04rlf,/m/07s72n
5Zk01eARWC0, 30.0, 40.0, /m/09x0r
45OAwmrpKcY, 40.0, 50.0, /m/04rlf,/m/06bxc
VBmo5epue58, 50.0, 60.0, /m/09x0r,/t/dd00128
hf8P0iHrD6M, 0.0, 10.0, /m/02qldy
QVfVGajftyU, 40.0, 50.0, /m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125
73b9xVDR7Fw, 30.0, 40.0, /m/04rlf,/m/09x0r,/t/dd00034
4vx5bYUaOZ8, 50.0, 60.0, /m/015lz1,/m/04rlf,/m/064t9
Z29ND2gVzFk, 60.0, 70.0, /m/09x0r,/t/dd00125
AMF3sQ9cuDM, 30.0, 40.0, /m/03mb9,/m/04rlf
U0yBQrz0GpM, 270.0, 280.0, /m/01xqw,/m/04rlf,/m/04szw,/m/05148p4,/m/05pd6,/m/05r5c,/m/0l14_3
DodbV-OgLB4, 30.0, 40.0, /m/09x0r
kd3Q5ZuerLg, 30.0, 40.0, /m/04rlf
OiSTqk9VEa0, 30.0, 40.0, /m/04rlf,/m/09x0r
0WQTTfiXIzw, 20.0, 30.0, /m/09x0r,/m/0jbk
NhTYXzOOzyU, 410.0, 420.0, /m/04rlf,/m/09x0r,/t/dd00129
wqq1JyR5WI8, 210.0, 220.0, /m/01wy6,/m/04rlf,/m/04szw
CYgZVyECSCI, 420.0, 430.0, /m/04rlf,/m/07p78v5
Dyyi5yemcc8, 0.0, 10.0, /m/09x0r
49f_pxPIW04, 30.0, 40.0, /m/04rlf
_oe1aCoBKNs, 60.0, 70.0, /m/04rlf,/m/06bxc
W2hCmRVbFPg, 30.0, 40.0, /t/dd00129
VW7-rDukPqg, 130.0, 140.0, /m/018w8,/m/09x0r,/t/dd00127
H4dejzGEGI4, 30.0, 40.0, /m/07rcgpl
8_mAFVFNivQ, 30.0, 40.0, /m/07yv9,/m/09x0r,/m/0k4j
EJQGpAhJpFs, 11.0, 21.0, /m/04rlf
